file,age,gender,ethnicity,service_test,age_original,gender_original,ethnicity_original,bin_age,bin_ethnicity,split
55615.jpg,1,0,0,False,3-9,Female,Black,0,0,0
69617.jpg,1,0,0,False,3-9,Female,Black,0,0,0
val_3582.jpg,2,0,0,True,10-19,Male,Black,0,0,0
44986.jpg,4,0,0,False,30-39,Female,Black,1,0,0
6826.jpg,3,0,0,True,20-29,Female,Black,0,0,0
27725.jpg,3,0,0,True,20-29,Female,Black,0,0,0
70103.jpg,5,0,0,False,40-49,Female,Black,1,0,0
val_6531.jpg,4,0,0,True,30-39,Female,Black,1,0,0
40395.jpg,4,0,0,True,30-39,Female,Black,1,0,0
85043.jpg,4,0,0,False,30-39,Male,Black,1,0,0
44681.jpg,6,0,0,False,50-59,Male,Black,1,0,0
10047.jpg,3,0,0,False,20-29,Female,Black,0,0,0
val_8280.jpg,1,0,0,False,3-9,Female,Black,0,0,0
20912.jpg,4,0,0,True,30-39,Female,Black,1,0,0
83084.jpg,4,0,0,False,30-39,Female,Black,1,0,0
4214.jpg,5,0,0,False,40-49,Female,Black,1,0,0
61695.jpg,3,0,0,False,20-29,Female,Black,0,0,0
50671.jpg,5,0,0,True,40-49,Male,Black,1,0,0
37610.jpg,2,0,0,True,10-19,Female,Black,0,0,0
74269.jpg,2,0,0,True,10-19,Female,Black,0,0,0
30.jpg,3,0,0,False,20-29,Female,Black,0,0,0
45174.jpg,2,0,0,False,10-19,Female,Black,0,0,0
53443.jpg,4,0,0,True,30-39,Female,Black,1,0,0
63656.jpg,2,0,0,True,10-19,Female,Black,0,0,0
46893.jpg,2,0,0,True,10-19,Female,Black,0,0,0
28147.jpg,1,0,0,False,3-9,Female,Black,0,0,0
val_664.jpg,2,0,0,True,10-19,Female,Black,0,0,0
val_120.jpg,3,0,0,True,20-29,Female,Black,0,0,0
6540.jpg,4,0,0,True,30-39,Female,Black,1,0,0
7606.jpg,4,0,0,False,30-39,Male,Black,1,0,0
12492.jpg,4,0,0,True,30-39,Female,Black,1,0,0
14028.jpg,3,0,0,False,20-29,Female,Black,0,0,0
60229.jpg,0,0,0,False,0-2,Male,Black,0,0,0
61940.jpg,1,0,0,False,3-9,Female,Black,0,0,0
27408.jpg,1,0,0,False,3-9,Female,Black,0,0,0
45150.jpg,6,0,0,True,50-59,Female,Black,1,0,0
75706.jpg,3,0,0,True,20-29,Female,Black,0,0,0
71776.jpg,6,0,0,False,50-59,Female,Black,1,0,0
48126.jpg,5,0,0,True,40-49,Female,Black,1,0,0
17679.jpg,2,0,0,False,10-19,Female,Black,0,0,0
51633.jpg,3,0,0,False,20-29,Female,Black,0,0,0
41764.jpg,3,0,0,False,20-29,Female,Black,0,0,0
28378.jpg,2,0,0,False,10-19,Female,Black,0,0,0
33328.jpg,1,0,0,False,3-9,Female,Black,0,0,0
val_1789.jpg,6,0,0,False,50-59,Female,Black,1,0,0
59975.jpg,1,0,0,True,3-9,Female,Black,0,0,0
20352.jpg,5,0,0,True,40-49,Female,Black,1,0,0
val_1738.jpg,3,0,0,True,20-29,Female,Black,0,0,0
55434.jpg,6,0,0,False,50-59,Female,Black,1,0,0
58709.jpg,3,0,0,True,20-29,Female,Black,0,0,0
val_5215.jpg,4,0,0,True,30-39,Male,Black,1,0,0
val_2993.jpg,2,0,0,False,10-19,Male,Black,0,0,0
82037.jpg,4,0,0,True,30-39,Female,Black,1,0,0
18194.jpg,5,0,0,True,40-49,Female,Black,1,0,0
30499.jpg,3,0,0,True,20-29,Female,Black,0,0,0
71790.jpg,4,0,0,True,30-39,Female,Black,1,0,0
48581.jpg,1,0,0,False,3-9,Female,Black,0,0,0
69518.jpg,3,0,0,True,20-29,Female,Black,0,0,0
74456.jpg,4,0,0,True,30-39,Male,Black,1,0,0
8642.jpg,4,0,0,True,30-39,Female,Black,1,0,0
57580.jpg,6,0,0,True,50-59,Female,Black,1,0,0
79234.jpg,4,0,0,False,30-39,Male,Black,1,0,0
77985.jpg,1,0,0,True,3-9,Female,Black,0,0,0
13963.jpg,1,0,0,False,3-9,Female,Black,0,0,0
65096.jpg,5,0,0,False,40-49,Female,Black,1,0,0
59872.jpg,4,0,0,False,30-39,Female,Black,1,0,0
946.jpg,1,0,0,False,3-9,Male,Black,0,0,0
85843.jpg,4,0,0,False,30-39,Female,Black,1,0,0
28391.jpg,1,0,0,True,3-9,Female,Black,0,0,0
val_4015.jpg,3,0,0,True,20-29,Female,Black,0,0,0
81165.jpg,4,0,0,False,30-39,Female,Black,1,0,0
val_2672.jpg,3,0,0,True,20-29,Female,Black,0,0,0
49058.jpg,3,0,0,True,20-29,Female,Black,0,0,0
123.jpg,4,0,0,False,30-39,Female,Black,1,0,0
5556.jpg,3,0,0,False,20-29,Female,Black,0,0,0
21817.jpg,0,0,0,True,0-2,Female,Black,0,0,0
30297.jpg,1,0,0,True,3-9,Female,Black,0,0,0
53021.jpg,3,0,0,True,20-29,Male,Black,0,0,0
73908.jpg,3,0,0,False,20-29,Female,Black,0,0,0
38070.jpg,3,0,0,False,20-29,Female,Black,0,0,0
63068.jpg,2,0,0,False,10-19,Female,Black,0,0,0
71808.jpg,3,0,0,False,20-29,Female,Black,0,0,0
82181.jpg,4,0,0,False,30-39,Female,Black,1,0,0
38301.jpg,3,0,0,True,20-29,Female,Black,0,0,0
852.jpg,3,0,0,True,20-29,Female,Black,0,0,0
8332.jpg,1,0,0,False,3-9,Female,Black,0,0,0
17400.jpg,2,0,0,True,10-19,Male,Black,0,0,0
val_6776.jpg,3,0,0,False,20-29,Female,Black,0,0,0
76745.jpg,4,0,0,False,30-39,Female,Black,1,0,0
48518.jpg,1,0,0,False,3-9,Female,Black,0,0,0
31198.jpg,1,0,0,False,3-9,Female,Black,0,0,0
val_3302.jpg,3,0,0,False,20-29,Male,Black,0,0,0
val_6160.jpg,4,0,0,False,30-39,Male,Black,1,0,0
32725.jpg,3,0,0,True,20-29,Female,Black,0,0,0
52416.jpg,3,0,0,True,20-29,Female,Black,0,0,0
val_5632.jpg,1,0,0,True,3-9,Male,Black,0,0,0
72807.jpg,4,0,0,False,30-39,Female,Black,1,0,0
5177.jpg,2,0,0,True,10-19,Female,Black,0,0,0
26439.jpg,6,0,0,False,50-59,Female,Black,1,0,0
82081.jpg,6,0,0,False,50-59,Female,Black,1,0,0
46176.jpg,6,0,0,True,50-59,Female,Black,1,0,0
28992.jpg,2,0,0,False,10-19,Female,Black,0,0,0
41782.jpg,1,0,0,True,3-9,Female,Black,0,0,0
831.jpg,3,0,0,True,20-29,Female,Black,0,0,0
86424.jpg,2,0,0,False,10-19,Female,Black,0,0,0
70199.jpg,3,0,0,True,20-29,Female,Black,0,0,0
76134.jpg,6,0,0,False,50-59,Female,Black,1,0,0
1455.jpg,1,0,0,True,3-9,Male,Black,0,0,0
77894.jpg,5,0,0,False,40-49,Female,Black,1,0,0
21003.jpg,3,0,0,True,20-29,Female,Black,0,0,0
82297.jpg,2,0,0,False,10-19,Female,Black,0,0,0
44409.jpg,1,0,0,False,3-9,Female,Black,0,0,0
1650.jpg,4,0,0,False,30-39,Female,Black,1,0,0
24880.jpg,3,0,0,False,20-29,Female,Black,0,0,0
19923.jpg,4,0,0,True,30-39,Female,Black,1,0,0
49953.jpg,3,0,0,False,20-29,Female,Black,0,0,0
69369.jpg,3,0,0,True,20-29,Female,Black,0,0,0
85584.jpg,5,0,0,False,40-49,Female,Black,1,0,0
52073.jpg,1,0,0,False,3-9,Male,Black,0,0,0
4600.jpg,1,0,0,False,3-9,Female,Black,0,0,0
35091.jpg,5,0,0,False,40-49,Male,Black,1,0,0
40010.jpg,4,0,0,False,30-39,Female,Black,1,0,0
13604.jpg,1,0,0,False,3-9,Female,Black,0,0,0
19063.jpg,4,0,0,False,30-39,Female,Black,1,0,0
val_7024.jpg,4,0,0,False,30-39,Male,Black,1,0,0
57689.jpg,3,0,0,False,20-29,Male,Black,0,0,0
24598.jpg,5,0,0,True,40-49,Female,Black,1,0,0
26134.jpg,2,0,0,False,10-19,Female,Black,0,0,0
22973.jpg,4,0,0,False,30-39,Male,Black,1,0,0
79006.jpg,3,0,0,True,20-29,Female,Black,0,0,0
81527.jpg,5,0,0,True,40-49,Male,Black,1,0,0
21221.jpg,3,0,0,False,20-29,Female,Black,0,0,0
20881.jpg,1,0,0,True,3-9,Female,Black,0,0,0
37474.jpg,1,0,0,False,3-9,Female,Black,0,0,0
26774.jpg,5,0,0,True,40-49,Female,Black,1,0,0
870.jpg,4,0,0,False,30-39,Female,Black,1,0,0
48242.jpg,2,0,0,False,10-19,Female,Black,0,0,0
65240.jpg,4,0,0,True,30-39,Female,Black,1,0,0
3038.jpg,4,0,0,True,30-39,Female,Black,1,0,0
68900.jpg,3,0,0,False,20-29,Female,Black,0,0,0
11074.jpg,4,0,0,False,30-39,Female,Black,1,0,0
52691.jpg,2,0,0,True,10-19,Male,Black,0,0,0
46014.jpg,3,0,0,True,20-29,Male,Black,0,0,0
23134.jpg,4,0,0,True,30-39,Female,Black,1,0,0
3332.jpg,4,0,0,False,30-39,Female,Black,1,0,0
58295.jpg,3,0,0,True,20-29,Female,Black,0,0,0
61096.jpg,3,0,0,True,20-29,Female,Black,0,0,0
8597.jpg,3,0,0,True,20-29,Female,Black,0,0,0
val_7156.jpg,6,0,0,False,50-59,Female,Black,1,0,0
14947.jpg,1,0,0,True,3-9,Female,Black,0,0,0
37676.jpg,2,0,0,True,10-19,Male,Black,0,0,0
73714.jpg,3,0,0,True,20-29,Female,Black,0,0,0
15310.jpg,1,0,0,False,3-9,Female,Black,0,0,0
13141.jpg,4,0,0,True,30-39,Female,Black,1,0,0
77030.jpg,1,0,0,True,3-9,Female,Black,0,0,0
48818.jpg,2,0,0,False,10-19,Female,Black,0,0,0
val_4826.jpg,4,0,0,True,30-39,Female,Black,1,0,0
35509.jpg,4,0,0,True,30-39,Female,Black,1,0,0
32711.jpg,1,0,0,False,3-9,Female,Black,0,0,0
9835.jpg,6,0,0,False,50-59,Female,Black,1,0,0
52084.jpg,4,0,0,True,30-39,Female,Black,1,0,0
29342.jpg,4,0,0,False,30-39,Female,Black,1,0,0
50529.jpg,3,0,0,False,20-29,Female,Black,0,0,0
28133.jpg,6,0,0,False,50-59,Male,Black,1,0,0
84516.jpg,3,0,0,True,20-29,Female,Black,0,0,0
25296.jpg,4,0,0,False,30-39,Male,Black,1,0,0
43897.jpg,3,0,0,False,20-29,Female,Black,0,0,0
58421.jpg,5,0,0,False,40-49,Female,Black,1,0,0
45746.jpg,3,0,0,True,20-29,Female,Black,0,0,0
16710.jpg,1,0,0,False,3-9,Male,Black,0,0,0
24726.jpg,4,0,0,True,30-39,Female,Black,1,0,0
29395.jpg,3,0,0,True,20-29,Female,Black,0,0,0
84103.jpg,2,0,0,True,10-19,Female,Black,0,0,0
val_6872.jpg,2,0,0,False,10-19,Male,Black,0,0,0
52979.jpg,3,0,0,True,20-29,Female,Black,0,0,0
29498.jpg,2,0,0,False,10-19,Female,Black,0,0,0
15924.jpg,1,0,0,True,3-9,Female,Black,0,0,0
13122.jpg,3,0,0,False,20-29,Female,Black,0,0,0
58499.jpg,5,0,0,True,40-49,Male,Black,1,0,0
27081.jpg,1,0,0,True,3-9,Female,Black,0,0,0
86036.jpg,5,0,0,False,40-49,Female,Black,1,0,0
27912.jpg,3,0,0,True,20-29,Female,Black,0,0,0
4367.jpg,1,0,0,False,3-9,Female,Black,0,0,0
54218.jpg,2,0,0,False,10-19,Female,Black,0,0,0
45643.jpg,5,0,0,False,40-49,Female,Black,1,0,0
25489.jpg,4,0,0,False,30-39,Male,Black,1,0,0
20357.jpg,3,0,0,True,20-29,Female,Black,0,0,0
58584.jpg,5,0,0,True,40-49,Female,Black,1,0,0
47668.jpg,4,0,0,False,30-39,Female,Black,1,0,0
82117.jpg,7,0,0,True,60-69,Female,Black,1,0,0
39980.jpg,2,0,0,False,10-19,Female,Black,0,0,0
70750.jpg,1,0,0,False,3-9,Female,Black,0,0,0
63013.jpg,6,0,0,True,50-59,Female,Black,1,0,0
24961.jpg,4,0,0,True,30-39,Female,Black,1,0,0
17411.jpg,3,0,0,True,20-29,Female,Black,0,0,0
45002.jpg,4,0,0,True,30-39,Female,Black,1,0,0
12015.jpg,3,0,0,True,20-29,Female,Black,0,0,0
86068.jpg,2,0,0,False,10-19,Female,Black,0,0,0
53707.jpg,4,0,0,False,30-39,Female,Black,1,0,0
70528.jpg,3,0,0,True,20-29,Female,Black,0,0,0
3824.jpg,1,0,0,True,3-9,Female,Black,0,0,0
