img_id,img_filename,class_id,class_name,y,split,split_name,unique_img_filename,place,place_filename
5905,101.White_Pelican/White_Pelican_0034_97466.jpg,101,101.White_Pelican,1,3,train_balanced,train_balanced_5905_White_Pelican_0034_97466.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00000308.jpg
3517,061.Heermann_Gull/Heermann_Gull_0115_45797.jpg,61,061.Heermann_Gull,1,3,train_balanced,train_balanced_3517_Heermann_Gull_0115_45797.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00002411.jpg
3584,062.Herring_Gull/Herring_Gull_0027_46389.jpg,62,062.Herring_Gull,1,3,train_balanced,train_balanced_3584_Herring_Gull_0027_46389.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00002930.jpg
10800,184.Louisiana_Waterthrush/Louisiana_Waterthrush_0049_795244.jpg,184,184.Louisiana_Waterthrush,0,3,train_balanced,train_balanced_10800_Louisiana_Waterthrush_0049_795244.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00001008.jpg
6119,105.Whip_poor_Will/Whip_Poor_Will_0027_796441.jpg,105,105.Whip_poor_Will,0,3,train_balanced,train_balanced_6119_Whip_Poor_Will_0027_796441.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00000520.jpg
5130,088.Western_Meadowlark/Western_Meadowlark_0085_77745.jpg,88,088.Western_Meadowlark,1,3,train_balanced,train_balanced_5130_Western_Meadowlark_0085_77745.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00004437.jpg
3775,065.Slaty_backed_Gull/Slaty_Backed_Gull_0029_45047.jpg,65,065.Slaty_backed_Gull,1,3,train_balanced,train_balanced_3775_Slaty_Backed_Gull_0029_45047.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00003726.jpg
4086,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0064_60999.jpg,71,071.Long_tailed_Jaeger,1,3,train_balanced,train_balanced_4086_Long_Tailed_Jaeger_0064_60999.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00000524.jpg
3701,064.Ring_billed_Gull/Ring_Billed_Gull_0017_51412.jpg,64,064.Ring_billed_Gull,1,3,train_balanced,train_balanced_3701_Ring_Billed_Gull_0017_51412.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00000951.jpg
11243,191.Red_headed_Woodpecker/Red_Headed_Woodpecker_0017_183777.jpg,191,191.Red_headed_Woodpecker,0,3,train_balanced,train_balanced_11243_Red_Headed_Woodpecker_0017_183777.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00001257.jpg
4212,073.Blue_Jay/Blue_Jay_0012_63753.jpg,73,073.Blue_Jay,0,3,train_balanced,train_balanced_4212_Blue_Jay_0012_63753.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00003719.jpg
6585,113.Baird_Sparrow/Baird_Sparrow_0030_794569.jpg,113,113.Baird_Sparrow,0,3,train_balanced,train_balanced_6585_Baird_Sparrow_0030_794569.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00000121.jpg
3402,059.California_Gull/California_Gull_0059_40764.jpg,59,059.California_Gull,1,3,train_balanced,train_balanced_3402_California_Gull_0059_40764.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00002239.jpg
8485,145.Elegant_Tern/Elegant_Tern_0090_45924.jpg,145,145.Elegant_Tern,1,3,train_balanced,train_balanced_8485_Elegant_Tern_0090_45924.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00004373.jpg
5830,100.Brown_Pelican/Brown_Pelican_0100_94434.jpg,100,100.Brown_Pelican,1,3,train_balanced,train_balanced_5830_Brown_Pelican_0100_94434.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00002207.jpg
10146,173.Orange_crowned_Warbler/Orange_Crowned_Warbler_0111_168040.jpg,173,173.Orange_crowned_Warbler,0,3,train_balanced,train_balanced_10146_Orange_Crowned_Warbler_0111_168040.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00004585.jpg
8049,138.Tree_Swallow/Tree_Swallow_0100_137493.jpg,138,138.Tree_Swallow,0,3,train_balanced,train_balanced_8049_Tree_Swallow_0100_137493.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00003509.jpg
11765,200.Common_Yellowthroat/Common_Yellowthroat_0126_190407.jpg,200,200.Common_Yellowthroat,0,3,train_balanced,train_balanced_11765_Common_Yellowthroat_0126_190407.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00001757.jpg
7153,123.Henslow_Sparrow/Henslow_Sparrow_0043_116756.jpg,123,123.Henslow_Sparrow,0,3,train_balanced,train_balanced_7153_Henslow_Sparrow_0043_116756.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00003106.jpg
3785,066.Western_Gull/Western_Gull_0042_53843.jpg,66,066.Western_Gull,1,3,train_balanced,train_balanced_3785_Western_Gull_0042_53843.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00004419.jpg
8549,146.Forsters_Tern/Forsters_Tern_0001_152174.jpg,146,146.Forsters_Tern,1,3,train_balanced,train_balanced_8549_Forsters_Tern_0001_152174.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00001696.jpg
2189,039.Least_Flycatcher/Least_Flycatcher_0085_30318.jpg,39,039.Least_Flycatcher,0,3,train_balanced,train_balanced_2189_Least_Flycatcher_0085_30318.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00001202.jpg
11070,188.Pileated_Woodpecker/Pileated_Woodpecker_0053_179960.jpg,188,188.Pileated_Woodpecker,0,3,train_balanced,train_balanced_11070_Pileated_Woodpecker_0053_179960.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00003788.jpg
3463,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0073_44253.jpg,60,060.Glaucous_winged_Gull,1,3,train_balanced,train_balanced_3463_Glaucous_Winged_Gull_0073_44253.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00004282.jpg
7188,123.Henslow_Sparrow/Henslow_Sparrow_0074_116905.jpg,123,123.Henslow_Sparrow,0,3,train_balanced,train_balanced_7188_Henslow_Sparrow_0074_116905.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00001773.jpg
2645,046.Gadwall/Gadwall_0071_31655.jpg,46,046.Gadwall,1,3,train_balanced,train_balanced_2645_Gadwall_0071_31655.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00003988.jpg
1226,022.Chuck_will_Widow/Chuck_Will_Widow_0039_797000.jpg,22,022.Chuck_will_Widow,0,3,train_balanced,train_balanced_1226_Chuck_Will_Widow_0039_797000.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00000247.jpg
2984,052.Pied_billed_Grebe/Pied_Billed_Grebe_0049_35980.jpg,52,052.Pied_billed_Grebe,1,3,train_balanced,train_balanced_2984_Pied_Billed_Grebe_0049_35980.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00000122.jpg
3690,064.Ring_billed_Gull/Ring_Billed_Gull_0118_51322.jpg,64,064.Ring_billed_Gull,1,3,train_balanced,train_balanced_3690_Ring_Billed_Gull_0118_51322.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00004417.jpg
5674,097.Orchard_Oriole/Orchard_Oriole_0011_91592.jpg,97,097.Orchard_Oriole,0,3,train_balanced,train_balanced_5674_Orchard_Oriole_0011_91592.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00003648.jpg
10117,172.Nashville_Warbler/Nashville_Warbler_0055_167331.jpg,172,172.Nashville_Warbler,0,3,train_balanced,train_balanced_10117_Nashville_Warbler_0055_167331.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00004781.jpg
9256,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0072_797114.jpg,158,158.Bay_breasted_Warbler,0,3,train_balanced,train_balanced_9256_Bay_Breasted_Warbler_0072_797114.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00001794.jpg
2524,044.Frigatebird/Frigatebird_0115_42973.jpg,44,044.Frigatebird,1,3,train_balanced,train_balanced_2524_Frigatebird_0115_42973.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00002033.jpg
8174,140.Summer_Tanager/Summer_Tanager_0127_139297.jpg,140,140.Summer_Tanager,0,3,train_balanced,train_balanced_8174_Summer_Tanager_0127_139297.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00001069.jpg
5123,088.Western_Meadowlark/Western_Meadowlark_0097_78239.jpg,88,088.Western_Meadowlark,1,3,train_balanced,train_balanced_5123_Western_Meadowlark_0097_78239.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00004515.jpg
476,009.Brewer_Blackbird/Brewer_Blackbird_0097_2322.jpg,9,009.Brewer_Blackbird,0,3,train_balanced,train_balanced_476_Brewer_Blackbird_0097_2322.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00001805.jpg
1776,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0037_26389.jpg,32,032.Mangrove_Cuckoo,0,3,train_balanced,train_balanced_1776_Mangrove_Cuckoo_0037_26389.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00002618.jpg
4964,085.Horned_Lark/Horned_Lark_0025_75003.jpg,85,085.Horned_Lark,0,3,train_balanced,train_balanced_4964_Horned_Lark_0025_75003.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00004650.jpg
7012,120.Fox_Sparrow/Fox_Sparrow_0083_114496.jpg,120,120.Fox_Sparrow,0,3,train_balanced,train_balanced_7012_Fox_Sparrow_0083_114496.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00003142.jpg
5188,089.Hooded_Merganser/Hooded_Merganser_0092_78989.jpg,89,089.Hooded_Merganser,1,3,train_balanced,train_balanced_5188_Hooded_Merganser_0092_78989.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00002652.jpg
264,005.Crested_Auklet/Crested_Auklet_0033_794964.jpg,5,005.Crested_Auklet,1,3,train_balanced,train_balanced_264_Crested_Auklet_0033_794964.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00002301.jpg
300,006.Least_Auklet/Least_Auklet_0025_795087.jpg,6,006.Least_Auklet,1,3,train_balanced,train_balanced_300_Least_Auklet_0025_795087.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00004595.jpg
2482,044.Frigatebird/Frigatebird_0060_43054.jpg,44,044.Frigatebird,1,3,train_balanced,train_balanced_2482_Frigatebird_0060_43054.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00003028.jpg
8346,143.Caspian_Tern/Caspian_Tern_0097_145923.jpg,143,143.Caspian_Tern,1,3,train_balanced,train_balanced_8346_Caspian_Tern_0097_145923.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00001332.jpg
2479,044.Frigatebird/Frigatebird_0051_43043.jpg,44,044.Frigatebird,1,3,train_balanced,train_balanced_2479_Frigatebird_0051_43043.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00000439.jpg
1343,025.Pelagic_Cormorant/Pelagic_Cormorant_0054_23812.jpg,25,025.Pelagic_Cormorant,1,3,train_balanced,train_balanced_1343_Pelagic_Cormorant_0054_23812.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00002461.jpg
1998,036.Northern_Flicker/Northern_Flicker_0075_28729.jpg,36,036.Northern_Flicker,0,3,train_balanced,train_balanced_1998_Northern_Flicker_0075_28729.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00001076.jpg
3916,068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0106_57976.jpg,68,068.Ruby_throated_Hummingbird,0,3,train_balanced,train_balanced_3916_Ruby_Throated_Hummingbird_0106_57976.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00000562.jpg
5353,092.Nighthawk/Nighthawk_0047_82820.jpg,92,092.Nighthawk,0,3,train_balanced,train_balanced_5353_Nighthawk_0047_82820.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00002114.jpg
5953,102.Western_Wood_Pewee/Western_Wood_Pewee_0072_98035.jpg,102,102.Western_Wood_Pewee,1,3,train_balanced,train_balanced_5953_Western_Wood_Pewee_0072_98035.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00004849.jpg
9730,166.Golden_winged_Warbler/Golden_Winged_Warbler_0049_164509.jpg,166,166.Golden_winged_Warbler,0,3,train_balanced,train_balanced_9730_Golden_Winged_Warbler_0049_164509.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00003716.jpg
1308,024.Red_faced_Cormorant/Red_Faced_Cormorant_0065_796293.jpg,24,024.Red_faced_Cormorant,1,3,train_balanced,train_balanced_1308_Red_Faced_Cormorant_0065_796293.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00001344.jpg
10369,177.Prothonotary_Warbler/Prothonotary_Warbler_0102_174595.jpg,177,177.Prothonotary_Warbler,0,3,train_balanced,train_balanced_10369_Prothonotary_Warbler_0102_174595.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00002101.jpg
8621,147.Least_Tern/Least_Tern_0119_153950.jpg,147,147.Least_Tern,1,3,train_balanced,train_balanced_8621_Least_Tern_0119_153950.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00001101.jpg
6752,116.Chipping_Sparrow/Chipping_Sparrow_0042_107791.jpg,116,116.Chipping_Sparrow,0,3,train_balanced,train_balanced_6752_Chipping_Sparrow_0042_107791.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00003974.jpg
2865,050.Eared_Grebe/Eared_Grebe_0058_34174.jpg,50,050.Eared_Grebe,1,3,train_balanced,train_balanced_2865_Eared_Grebe_0058_34174.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00002370.jpg
7833,134.Cape_Glossy_Starling/Cape_Glossy_Starling_0067_129380.jpg,134,134.Cape_Glossy_Starling,0,3,train_balanced,train_balanced_7833_Cape_Glossy_Starling_0067_129380.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00004242.jpg
743,014.Indigo_Bunting/Indigo_Bunting_0072_14197.jpg,14,014.Indigo_Bunting,0,3,train_balanced,train_balanced_743_Indigo_Bunting_0072_14197.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00004677.jpg
8210,140.Summer_Tanager/Summer_Tanager_0069_139941.jpg,140,140.Summer_Tanager,0,3,train_balanced,train_balanced_8210_Summer_Tanager_0069_139941.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00000334.jpg
8587,147.Least_Tern/Least_Tern_0067_154145.jpg,147,147.Least_Tern,1,3,train_balanced,train_balanced_8587_Least_Tern_0067_154145.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00001936.jpg
8989,153.Philadelphia_Vireo/Philadelphia_Vireo_0024_156645.jpg,153,153.Philadelphia_Vireo,0,3,train_balanced,train_balanced_8989_Philadelphia_Vireo_0024_156645.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00003766.jpg
8629,147.Least_Tern/Least_Tern_0021_153979.jpg,147,147.Least_Tern,1,3,train_balanced,train_balanced_8629_Least_Tern_0021_153979.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00000201.jpg
7510,129.Song_Sparrow/Song_Sparrow_0059_120885.jpg,129,129.Song_Sparrow,0,3,train_balanced,train_balanced_7510_Song_Sparrow_0059_120885.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00004523.jpg
5594,096.Hooded_Oriole/Hooded_Oriole_0053_90898.jpg,96,096.Hooded_Oriole,0,3,train_balanced,train_balanced_5594_Hooded_Oriole_0053_90898.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00001369.jpg
4127,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0062_797104.jpg,71,071.Long_tailed_Jaeger,1,3,train_balanced,train_balanced_4127_Long_Tailed_Jaeger_0062_797104.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00003650.jpg
5210,090.Red_breasted_Merganser/Red_Breasted_Merganser_0078_79393.jpg,90,090.Red_breasted_Merganser,1,3,train_balanced,train_balanced_5210_Red_Breasted_Merganser_0078_79393.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00001034.jpg
3255,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0097_39514.jpg,57,057.Rose_breasted_Grosbeak,0,3,train_balanced,train_balanced_3255_Rose_Breasted_Grosbeak_0097_39514.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00002226.jpg
7377,126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0067_796912.jpg,126,126.Nelson_Sharp_tailed_Sparrow,0,3,train_balanced,train_balanced_7377_Nelson_Sharp_Tailed_Sparrow_0067_796912.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00003946.jpg
9937,169.Magnolia_Warbler/Magnolia_Warbler_0032_165960.jpg,169,169.Magnolia_Warbler,0,3,train_balanced,train_balanced_9937_Magnolia_Warbler_0032_165960.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00003312.jpg
3689,064.Ring_billed_Gull/Ring_Billed_Gull_0070_51316.jpg,64,064.Ring_billed_Gull,1,3,train_balanced,train_balanced_3689_Ring_Billed_Gull_0070_51316.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00004236.jpg
1764,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0041_26370.jpg,32,032.Mangrove_Cuckoo,0,3,train_balanced,train_balanced_1764_Mangrove_Cuckoo_0041_26370.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00002997.jpg
3512,061.Heermann_Gull/Heermann_Gull_0032_45774.jpg,61,061.Heermann_Gull,1,3,train_balanced,train_balanced_3512_Heermann_Gull_0032_45774.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00001022.jpg
3401,059.California_Gull/California_Gull_0114_41267.jpg,59,059.California_Gull,1,3,train_balanced,train_balanced_3401_California_Gull_0114_41267.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00004618.jpg
3413,059.California_Gull/California_Gull_0132_40836.jpg,59,059.California_Gull,1,3,train_balanced,train_balanced_3413_California_Gull_0132_40836.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00004679.jpg
5200,089.Hooded_Merganser/Hooded_Merganser_0070_79054.jpg,89,089.Hooded_Merganser,1,3,train_balanced,train_balanced_5200_Hooded_Merganser_0070_79054.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00003724.jpg
4418,076.Dark_eyed_Junco/Dark_Eyed_Junco_0131_66423.jpg,76,076.Dark_eyed_Junco,0,3,train_balanced,train_balanced_4418_Dark_Eyed_Junco_0131_66423.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00003658.jpg
6868,118.House_Sparrow/House_Sparrow_0079_113288.jpg,118,118.House_Sparrow,0,3,train_balanced,train_balanced_6868_House_Sparrow_0079_113288.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00004690.jpg
6673,115.Brewer_Sparrow/Brewer_Sparrow_0034_796693.jpg,115,115.Brewer_Sparrow,0,3,train_balanced,train_balanced_6673_Brewer_Sparrow_0034_796693.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00004359.jpg
3062,053.Western_Grebe/Western_Grebe_0021_36282.jpg,53,053.Western_Grebe,1,3,train_balanced,train_balanced_3062_Western_Grebe_0021_36282.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00004394.jpg
6177,106.Horned_Puffin/Horned_Puffin_0052_100977.jpg,106,106.Horned_Puffin,1,3,train_balanced,train_balanced_6177_Horned_Puffin_0052_100977.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00003505.jpg
1630,029.American_Crow/American_Crow_0051_25505.jpg,29,029.American_Crow,0,3,train_balanced,train_balanced_1630_American_Crow_0051_25505.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00003114.jpg
6141,105.Whip_poor_Will/Whip_Poor_Will_0034_796413.jpg,105,105.Whip_poor_Will,0,3,train_balanced,train_balanced_6141_Whip_Poor_Will_0034_796413.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00003686.jpg
9667,165.Chestnut_sided_Warbler/Chestnut_Sided_Warbler_0084_163872.jpg,165,165.Chestnut_sided_Warbler,0,3,train_balanced,train_balanced_9667_Chestnut_Sided_Warbler_0084_163872.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00001673.jpg
6150,106.Horned_Puffin/Horned_Puffin_0074_100886.jpg,106,106.Horned_Puffin,1,3,train_balanced,train_balanced_6150_Horned_Puffin_0074_100886.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00003788.jpg
11307,192.Downy_Woodpecker/Downy_Woodpecker_0061_184285.jpg,192,192.Downy_Woodpecker,0,3,train_balanced,train_balanced_11307_Downy_Woodpecker_0061_184285.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00002033.jpg
8617,147.Least_Tern/Least_Tern_0111_153308.jpg,147,147.Least_Tern,1,3,train_balanced,train_balanced_8617_Least_Tern_0111_153308.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00000015.jpg
3364,058.Pigeon_Guillemot/Pigeon_Guillemot_0100_40179.jpg,58,058.Pigeon_Guillemot,1,3,train_balanced,train_balanced_3364_Pigeon_Guillemot_0100_40179.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00000869.jpg
1391,025.Pelagic_Cormorant/Pelagic_Cormorant_0025_23776.jpg,25,025.Pelagic_Cormorant,1,3,train_balanced,train_balanced_1391_Pelagic_Cormorant_0025_23776.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00004662.jpg
4873,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0068_795430.jpg,84,084.Red_legged_Kittiwake,1,3,train_balanced,train_balanced_4873_Red_Legged_Kittiwake_0068_795430.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00002959.jpg
7241,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0061_795194.jpg,124,124.Le_Conte_Sparrow,0,3,train_balanced,train_balanced_7241_Le_Conte_Sparrow_0061_795194.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00004751.jpg
9353,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0136_161400.jpg,160,160.Black_throated_Blue_Warbler,0,3,train_balanced,train_balanced_9353_Black_Throated_Blue_Warbler_0136_161400.jpg,1,/home/emre/disco_v2/datasets/places/train/lake-natural/00003790.jpg
2624,046.Gadwall/Gadwall_0068_30886.jpg,46,046.Gadwall,1,3,train_balanced,train_balanced_2624_Gadwall_0068_30886.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00003168.jpg
3051,053.Western_Grebe/Western_Grebe_0020_36241.jpg,53,053.Western_Grebe,1,3,train_balanced,train_balanced_3051_Western_Grebe_0020_36241.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00005000.jpg
3707,064.Ring_billed_Gull/Ring_Billed_Gull_0036_51461.jpg,64,064.Ring_billed_Gull,1,3,train_balanced,train_balanced_3707_Ring_Billed_Gull_0036_51461.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00002260.jpg
354,007.Parakeet_Auklet/Parakeet_Auklet_0015_795966.jpg,7,007.Parakeet_Auklet,1,3,train_balanced,train_balanced_354_Parakeet_Auklet_0015_795966.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00003948.jpg
2612,046.Gadwall/Gadwall_0064_31504.jpg,46,046.Gadwall,1,3,train_balanced,train_balanced_2612_Gadwall_0064_31504.jpg,0,/home/emre/disco_v2/datasets/places/train/bamboo_forest/00001563.jpg
2553,045.Northern_Fulmar/Northern_Fulmar_0063_43631.jpg,45,045.Northern_Fulmar,1,3,train_balanced,train_balanced_2553_Northern_Fulmar_0063_43631.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00003463.jpg
1305,024.Red_faced_Cormorant/Red_Faced_Cormorant_0024_796285.jpg,24,024.Red_faced_Cormorant,1,3,train_balanced,train_balanced_1305_Red_Faced_Cormorant_0024_796285.jpg,1,/home/emre/disco_v2/datasets/places/train/ocean/00001339.jpg
852,016.Painted_Bunting/Painted_Bunting_0058_16719.jpg,16,016.Painted_Bunting,0,3,train_balanced,train_balanced_852_Painted_Bunting_0058_16719.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00003702.jpg
5899,101.White_Pelican/White_Pelican_0059_96675.jpg,101,101.White_Pelican,1,3,train_balanced,train_balanced_5899_White_Pelican_0059_96675.jpg,0,/home/emre/disco_v2/datasets/places/train/forest-broadleaf/00004655.jpg
